,arrays,label
49,"[3.96256940e-07 1.44583270e-05 1.95499810e-04 2.00658947e-03
 1.77637021e-02 8.50472972e-02 1.45589485e-01 1.58038734e-01]",0
50,"[4.16164708e-08 1.22420566e-06 1.51518685e-05 1.55447751e-04
 1.55365533e-03 1.50634566e-02 1.16903661e-01 4.10930077e-01]",0
51,"[2.04775268e-08 9.63126681e-07 1.46196478e-05 1.54846055e-04
 1.55304688e-03 1.50628633e-02 1.16903200e-01 4.10929943e-01]",0
52,"[2.84821059e-08 1.16184955e-06 1.63422929e-05 1.70911464e-04
 1.71120708e-03 1.65433224e-02 1.25794395e-01 4.23905470e-01]",0
53,"[9.01075522e-08 3.67566179e-06 5.16969928e-05 5.40246107e-04
 5.36838866e-03 4.85041836e-02 2.62749450e-01 5.51129580e-01]",0
54,"[2.58443586e-08 1.05424840e-06 1.48285978e-05 1.55059695e-04
 1.55038988e-03 1.48000078e-02 1.04380125e-01 3.15791163e-01]",0
55,"[2.58443533e-08 1.05424627e-06 1.48283036e-05 1.55029101e-04
 1.54735945e-03 1.45338135e-02 9.35045204e-02 2.38053900e-01]",0
56,"[2.60055220e-08 1.12838152e-06 1.66128274e-05 1.75236864e-04
 1.75618106e-03 1.69766780e-02 1.28796643e-01 4.28977315e-01]",0
57,"[7.80403761e-08 3.18343107e-06 4.47752596e-05 4.68043897e-04
 4.66382109e-03 4.31510011e-02 2.56721260e-01 5.84038928e-01]",0
58,"[2.58391822e-08 1.05351411e-06 1.48145409e-05 1.54931630e-04
 1.55171456e-03 1.50482186e-02 1.16811707e-01 4.10819612e-01]",0
59,"[2.58443636e-08 1.05425043e-06 1.48288786e-05 1.55088905e-04
 1.55329325e-03 1.50631037e-02 1.16903376e-01 4.10929636e-01]",0
60,"[1.22841916e-07 1.12571536e-05 3.71215843e-04 4.58917324e-03
 3.79516695e-02 1.39688961e-01 2.04116585e-01 2.15398679e-01]",0
61,"[4.46300550e-07 2.64969984e-05 4.46861771e-04 4.69473611e-03
 3.80284722e-02 1.39705379e-01 2.04117915e-01 2.15398798e-01]",0
62,"[1.32693082e-07 1.20016029e-05 3.77658664e-04 4.59963991e-03
 3.79594808e-02 1.39690635e-01 2.04116721e-01 2.15398691e-01]",0
63,"[1.18714307e-07 1.08789410e-05 3.58771486e-04 4.43907660e-03
 3.69391404e-02 1.38117841e-01 2.03712784e-01 2.15351690e-01]",0
64,"[1.90459243e-07 1.74525389e-05 5.74791287e-04 7.00937703e-03
 5.27829248e-02 1.58486617e-01 2.08368812e-01 2.15880153e-01]",0
65,"[1.22842057e-07 1.12573884e-05 3.71383175e-04 4.61347920e-03
 3.95980364e-02 1.63337260e-01 2.63435057e-01 2.85022470e-01]",0
66,"[1.22841698e-07 1.12567888e-05 3.70956205e-04 4.55191670e-03
 3.56385484e-02 1.13277820e-01 1.50382550e-01 1.55849133e-01]",0
67,"[1.23020376e-07 1.23632514e-05 8.15338260e-04 1.59809238e-02
 9.60149677e-02 1.95923012e-01 2.27566455e-01 2.31742730e-01]",0
68,"[8.91533965e-08 8.17011590e-06 2.69572599e-04 3.35444653e-03
 2.91479075e-02 1.22606488e-01 1.94512760e-01 2.08547088e-01]",0
69,"[1.22846194e-07 1.12597801e-05 3.71406822e-04 4.59184841e-03
 3.79698173e-02 1.39717578e-01 2.04129530e-01 2.15407091e-01]",0
70,"[1.44544270e-07 1.44996398e-05 9.26289007e-04 1.73515923e-02
 9.85715503e-02 1.91108181e-01 2.17757654e-01 2.21129054e-01]",0
71,"[4.93840025e-07 4.40444938e-05 1.54580574e-03 1.90448329e-02
 9.91735369e-02 1.91147147e-01 2.17759514e-01 2.21129208e-01]",0
72,"[5.52180559e-07 4.84992575e-05 1.63439842e-03 1.96863096e-02
 1.00834264e-01 1.91968949e-01 2.17882331e-01 2.21142133e-01]",0
73,"[3.44177508e-07 3.02340707e-05 1.02299451e-03 1.28807446e-02
 7.86910580e-02 1.79006014e-01 2.15780924e-01 2.20917921e-01]",0
74,"[5.33625336e-07 4.68662498e-05 1.57624390e-03 1.85860684e-02
 8.75009316e-02 1.50217646e-01 1.64312783e-01 1.65938775e-01]",0
75,"[5.33628098e-07 4.68735203e-05 1.58325687e-03 1.95570363e-02
 1.11068086e-01 2.42920612e-01 2.96081089e-01 3.04248228e-01]",0
76,"[5.23121938e-07 2.98503110e-05 4.88870254e-04 5.09095727e-03
 4.01351942e-02 1.37625604e-01 1.92426848e-01 2.01343179e-01]",0
77,"[7.35268363e-07 6.45734301e-05 2.16855924e-03 2.51949149e-02
 1.14953018e-01 1.99475206e-01 2.20593867e-01 2.23136035e-01]",0
78,"[5.33562431e-07 4.68470686e-05 1.57888018e-03 1.90911668e-02
 9.91547510e-02 1.91128786e-01 2.17753331e-01 2.21124984e-01]",0
79,"[5.33626845e-07 4.68702223e-05 1.58006824e-03 1.91048338e-02
 9.91924124e-02 1.91148357e-01 2.17759572e-01 2.21129220e-01]",0
80,"[7.67563751e-07 2.74767006e-05 3.73199892e-04 3.82342404e-03
 3.29839908e-02 1.47189000e-01 2.48114551e-01 2.70452918e-01]",0
81,"[1.11348013e-07 9.08179000e-06 2.89986945e-04 3.70118826e-03
 3.28815005e-02 1.47156514e-01 2.48110893e-01 2.70452560e-01]",0
82,"[3.15541063e-07 1.84871080e-05 3.47568164e-04 3.79234816e-03
 3.29588437e-02 1.47181062e-01 2.48113656e-01 2.70452823e-01]",0
83,"[5.34381685e-07 1.91302738e-05 2.59970389e-04 2.67710174e-03
 2.40913230e-02 1.24822962e-01 2.39017060e-01 2.69230604e-01]",0
84,"[5.76817423e-07 2.06492576e-05 2.80586027e-04 2.88668748e-03
 2.57726541e-02 1.29537460e-01 2.41135609e-01 2.69524689e-01]",0
85,"[7.67563601e-07 2.74766039e-05 3.73183924e-04 3.82177813e-03
 3.28660194e-02 1.45009859e-01 2.41641749e-01 2.62522564e-01]",0
86,"[7.67555545e-07 2.74714269e-05 3.72330674e-04 3.73563517e-03
 2.75538304e-02 7.90471280e-02 9.89778090e-02 1.01619458e-01]",0
87,"[7.77965523e-07 3.13332370e-05 4.67717654e-04 4.86250348e-03
 4.05534855e-02 1.63523651e-01 2.58391014e-01 2.77888450e-01]",0
88,"[1.20223158e-06 4.30335640e-05 5.83981526e-04 5.93103147e-03
 4.79035417e-02 1.78185597e-01 2.66426275e-01 2.83028554e-01]",0
89,"[8.77816514e-07 4.05915797e-05 6.17910414e-04 6.37132300e-03
 5.01974512e-02 1.77695361e-01 2.62628784e-01 2.79030942e-01]",0
90,"[2.75099734e-07 2.16745802e-05 5.75867572e-04 6.58962649e-03
 4.13662267e-02 9.10237545e-02 1.05009984e-01 1.06701503e-01]",0
91,"[9.32847119e-08 8.87039895e-06 4.21530676e-04 6.28549822e-03
 4.12258394e-02 9.10131570e-02 1.05009442e-01 1.06701457e-01]",0
92,"[4.89971440e-08 4.86399575e-06 3.57756688e-04 7.88499751e-03
 4.98348728e-02 9.51992476e-02 1.05571975e-01 1.06759623e-01]",0
93,"[4.53924983e-08 4.50620439e-06 3.31549669e-04 7.35218547e-03
 4.79095459e-02 9.43987015e-02 1.05468795e-01 1.06749012e-01]",0
94,"[3.41120798e-08 3.38648989e-06 2.49442423e-04 5.64884908e-03
 4.13263383e-02 9.33419232e-02 1.08238158e-01 1.10050501e-01]",0
95,"[3.41122142e-08 3.38667243e-06 2.49844266e-04 5.83431783e-03
 5.28292020e-02 1.82348089e-01 2.67369275e-01 2.84147050e-01]",0
96,"[3.41105635e-08 3.37385701e-06 2.27869057e-04 4.48486823e-03
 3.41421092e-02 8.60222526e-02 1.03039507e-01 1.05189726e-01]",0
97,"[2.17787792e-08 2.16212038e-06 1.59403408e-04 3.68161116e-03
 3.05574017e-02 8.30087775e-02 1.02092246e-01 1.04593790e-01]",0
98,"[3.38339889e-08 3.15288189e-06 1.81452270e-04 3.43971966e-03
 2.83294053e-02 8.13086698e-02 1.01656903e-01 1.04355193e-01]",0
99,"[3.41120730e-08 3.38648058e-06 2.49421954e-04 5.63970324e-03
 4.08657674e-02 9.09854325e-02 1.05008025e-01 1.06701335e-01]",0
100,"[1.44513108e-06 7.99991882e-05 1.29810055e-03 1.31774483e-02
 8.92831352e-02 2.39619442e-01 3.08261264e-01 3.18996162e-01]",0
101,"[9.13216793e-07 6.30703640e-05 1.24409341e-03 1.31153754e-02
 8.92498271e-02 2.39614565e-01 3.08260852e-01 3.18996127e-01]",0
102,"[1.10598440e-06 7.01547675e-05 1.26889278e-03 1.31445750e-02
 8.92655484e-02 2.39616867e-01 3.08261069e-01 3.18996143e-01]",0
103,"[4.70333384e-07 2.60437499e-05 4.24177364e-04 4.46439350e-03
 3.82887423e-02 1.68148063e-01 2.87427021e-01 3.16409835e-01]",0
104,"[6.18601684e-07 3.42523711e-05 5.57554573e-04 5.83514577e-03
 4.79540687e-02 1.87121787e-01 2.94310241e-01 3.17318816e-01]",0
105,"[1.44513009e-06 7.99977865e-05 1.29776844e-03 1.31442365e-02
 8.78942453e-02 2.30059601e-01 2.91385748e-01 3.00605483e-01]",0
106,"[1.44513589e-06 8.00060637e-05 1.29973187e-03 1.33427528e-02
 9.66984432e-02 2.97119602e-01 4.24860935e-01 4.52745343e-01]",0
107,"[1.44988196e-06 8.44049174e-05 1.43427185e-03 1.46069070e-02
 9.58534966e-02 2.46129880e-01 3.11525383e-01 3.21546715e-01]",0
108,"[3.56760786e-07 1.97548650e-05 3.21825812e-04 3.39573575e-03
 2.97004479e-02 1.37453720e-01 2.39709475e-01 2.63950449e-01]",0
109,"[1.35100591e-06 6.09331510e-05 8.70146848e-04 8.78478792e-03
 6.66615269e-02 2.15642772e-01 2.98847975e-01 3.12957315e-01]",0
110,"[3.61451847e-08 1.96355686e-06 3.21296164e-05 3.43003710e-04
 3.41029117e-03 3.03570913e-02 1.54542422e-01 3.02399455e-01]",0
111,"[3.00828720e-08 1.79010262e-06 3.16471375e-05 3.42425779e-04
 3.40970777e-03 3.03565687e-02 1.54542251e-01 3.02399404e-01]",0
112,"[7.10198996e-08 4.73544632e-06 9.46730258e-05 1.04585107e-03
 1.01769397e-02 7.52665628e-02 2.37822127e-01 3.34562311e-01]",0
113,"[5.39975955e-08 3.60046956e-06 7.19890330e-05 7.96018564e-04
 7.81600884e-03 6.13388200e-02 2.18602033e-01 3.28927221e-01]",0
114,"[2.31139976e-08 1.54122828e-06 3.08214043e-05 3.41415937e-04
 3.41062902e-03 3.05068792e-02 1.58133886e-01 3.17013656e-01]",0
115,"[2.31139889e-08 1.54122139e-06 3.08198576e-05 3.41243208e-04
 3.39372058e-03 2.92468048e-02 1.31145057e-01 2.21012910e-01]",0
116,"[2.30953152e-08 1.50000045e-06 2.85220281e-05 3.11867041e-04
 3.11141404e-03 2.79013814e-02 1.46018105e-01 2.93716579e-01]",0
117,"[9.36283443e-08 6.24297348e-06 1.24808809e-04 1.37820501e-03
 1.33598450e-02 9.65210542e-02 2.93343902e-01 4.07135041e-01]",0
118,"[2.39258495e-08 1.88575337e-06 4.55441916e-05 5.30608312e-04
 5.29707881e-03 4.47345726e-02 1.91275764e-01 3.25718029e-01]",0
119,"[2.31139966e-08 1.54122748e-06 3.08212251e-05 3.41395924e-04
 3.40866220e-03 3.03556314e-02 1.54541662e-01 3.02399300e-01]",0
120,"[3.67003081e-07 2.53797003e-05 6.54717815e-04 7.88556941e-03
 6.27798016e-02 2.26386527e-01 3.63279872e-01 4.01239976e-01]",0
121,"[4.60767676e-07 2.95170609e-05 6.84599617e-04 7.93435570e-03
 6.28120885e-02 2.26392169e-01 3.63280250e-01 4.01239971e-01]",0
122,"[1.29575450e-07 1.12617515e-05 4.80666078e-04 7.48407649e-03
 6.24920497e-02 2.26335836e-01 3.63276495e-01 4.01239942e-01]",0
123,"[2.13257760e-07 1.47483554e-05 3.80898242e-04 4.64755774e-03
 4.05959364e-02 1.82605108e-01 3.41372744e-01 3.97500610e-01]",0
124,"[5.29199224e-07 3.65942459e-05 9.42880060e-04 1.12054305e-02
 8.21029440e-02 2.54803101e-01 3.74459204e-01 4.02882292e-01]",0
125,"[3.67001137e-07 2.53757490e-05 6.52414414e-04 7.57209790e-03
 4.79946503e-02 1.08519409e-01 1.26866243e-01 1.29150157e-01]",0
126,"[3.67003455e-07 2.53804613e-05 6.55163193e-04 7.94888497e-03
 6.66021635e-02 2.72009379e-01 4.99696208e-01 6.15619884e-01]",0
127,"[3.62405267e-07 1.94800715e-05 3.28200157e-04 3.50835594e-03
 3.15572448e-02 1.62869095e-01 3.26418346e-01 3.80974663e-01]",0
128,"[2.48942103e-07 1.72159293e-05 4.44502411e-04 5.40661110e-03
 4.61129163e-02 1.94086903e-01 3.42877583e-01 3.89761500e-01]",0
129,"[3.67060549e-07 2.53968103e-05 6.55430438e-04 7.89461675e-03
 6.28348332e-02 2.26462203e-01 3.63306640e-01 4.01247617e-01]",0
130,"[7.35205885e-08 5.87220228e-06 1.62117585e-04 1.96369345e-03
 1.81488695e-02 9.61327013e-02 1.84450786e-01 2.06768075e-01]",0
131,"[2.56968469e-07 1.22457480e-05 1.90073564e-04 2.00293502e-03
 1.81834864e-02 9.61455360e-02 1.84452180e-01 2.06768202e-01]",0
132,"[1.60014129e-07 1.19667492e-05 2.90981447e-04 3.36925817e-03
 2.90275674e-02 1.22231634e-01 1.94006252e-01 2.07990538e-01]",0
133,"[6.44828416e-08 4.82269102e-06 1.17392545e-04 1.37473264e-03
 1.30241496e-02 7.88776898e-02 1.75581716e-01 2.05499775e-01]",0
134,"[9.29811125e-08 6.95417419e-06 1.69314218e-04 1.98760870e-03
 1.92599345e-02 1.32808253e-01 3.84304396e-01 5.53527088e-01]",0
135,"[9.29807321e-08 6.95368098e-06 1.69109036e-04 1.96096884e-03
 1.70694422e-02 7.25361091e-02 1.12019016e-01 1.18943652e-01]",0
136,"[9.32359259e-08 7.81606341e-06 2.98436702e-04 4.35179162e-03
 3.69664543e-02 1.37944734e-01 2.08287114e-01 2.21903392e-01]",0
137,"[1.37077241e-07 1.02516498e-05 2.49352631e-04 2.89611617e-03
 2.55731599e-02 1.16750831e-01 1.97525228e-01 2.14858872e-01]",0
138,"[9.29739906e-08 6.95096090e-06 1.69077529e-04 1.97309325e-03
 1.81436495e-02 9.60906591e-02 1.84422973e-01 2.06752278e-01]",0
139,"[9.29809325e-08 6.95394081e-06 1.69217073e-04 1.97491409e-03
 1.81589588e-02 9.61364531e-02 1.84451189e-01 2.06768113e-01]",0
140,"[5.29743018e-09 4.74311104e-07 1.98792343e-05 2.65904198e-04
 2.68706849e-03 2.36122609e-02 1.13419974e-01 2.04029994e-01]",0
141,"[1.22119398e-08 9.41524480e-07 2.39422073e-05 2.70330942e-04
 2.69097652e-03 2.36162277e-02 1.13423122e-01 2.04029875e-01]",0
142,"[8.13749905e-09 6.85033233e-07 2.22554364e-05 2.68672069e-04
 2.68948521e-03 2.36147063e-02 1.13421914e-01 2.04030519e-01]",0
143,"[2.92993810e-08 2.62317497e-06 1.09860326e-04 1.45956798e-03
 1.38654591e-02 8.34265125e-02 1.88640191e-01 2.23749474e-01]",0
144,"[1.63630305e-08 1.46503607e-06 6.13812690e-05 8.18465528e-04
 8.03195907e-03 5.74829564e-02 1.67563711e-01 2.19916382e-01]",0
145,"[5.29743409e-09 4.74314801e-07 1.98809592e-05 2.66122845e-04
 2.70833146e-03 2.52919335e-02 1.58818012e-01 4.23714090e-01]",0
146,"[5.29740312e-09 4.74285508e-07 1.98673000e-05 2.64400115e-04
 2.54849996e-03 1.61060127e-02 3.51563656e-02 4.00557358e-02]",0
147,"[5.29683483e-09 4.70198345e-07 1.76915767e-05 2.20324444e-04
 2.20977705e-03 1.96398787e-02 9.89254086e-02 1.87046087e-01]",0
148,"[2.35721709e-08 2.11054269e-06 8.84305513e-05 1.17873368e-03
 1.15235599e-02 8.04303384e-02 2.21893555e-01 2.82723022e-01]",0
149,"[5.29751301e-09 4.74379945e-07 1.98947821e-05 2.66293597e-04
 2.69144214e-03 2.36481340e-02 1.13534292e-01 2.04121843e-01]",0
150,"[6.18437953e-07 5.11350984e-05 1.45360490e-03 1.48952765e-02
 7.52277358e-02 1.32139808e-01 1.43926828e-01 1.45242534e-01]",0
151,"[9.27792114e-07 6.92758081e-05 1.53639665e-03 1.49546721e-02
 7.52568182e-02 1.32145511e-01 1.43927467e-01 1.45242592e-01]",0
152,"[2.55189570e-07 1.63653967e-05 2.91346314e-04 3.00314339e-03
 2.48786431e-02 9.51634373e-02 1.37706625e-01 1.44576274e-01]",0
153,"[4.56936485e-07 2.92993851e-05 5.20672753e-04 5.27719198e-03
 3.87666446e-02 1.11738505e-01 1.40978664e-01 1.44934517e-01]",0
154,"[1.41125137e-06 9.03029816e-05 1.56225863e-03 1.27027643e-02
 3.97652988e-02 5.09437606e-02 5.24390514e-02 5.25928332e-02]",0
155,"[1.41141886e-06 9.05015714e-05 1.60871632e-03 1.63532864e-02
 1.23742351e-01 4.19489851e-01 6.66359056e-01 7.67194507e-01]",0
156,"[1.41330651e-06 9.54406662e-05 1.88685661e-03 1.78498653e-02
 8.34130483e-02 1.37719967e-01 1.48107507e-01 1.49248034e-01]",0
157,"[3.17182364e-07 2.03353280e-05 3.61335348e-04 3.66439948e-03
 2.70727054e-02 7.96322530e-02 1.01681432e-01 1.04724313e-01]",0
158,"[1.41128769e-06 9.04017986e-05 1.59204613e-03 1.49759832e-02
 7.52239632e-02 1.32117733e-01 1.43907773e-01 1.45223980e-01]",0
159,"[1.41136587e-06 9.04386547e-05 1.59372412e-03 1.49937364e-02
 7.52767365e-02 1.32149424e-01 1.43927903e-01 1.45242643e-01]",0
160,"[6.21049452e-07 4.53521197e-05 1.17180234e-03 1.37805112e-02
 1.10210938e-01 3.98008137e-01 6.44083400e-01 7.44098313e-01]",0
161,"[2.77057609e-06 1.00745020e-04 1.38757095e-03 1.40715018e-02
 1.10426008e-01 3.98068326e-01 6.44091545e-01 7.44099152e-01]",0
162,"[3.81792966e-07 3.12924437e-05 1.04818008e-03 1.35599411e-02
 1.10038787e-01 3.97959679e-01 6.44076827e-01 7.44097577e-01]",0
163,"[1.11357762e-06 8.13068161e-05 2.09598595e-03 2.40922465e-02
 1.67644696e-01 4.75365856e-01 6.80544740e-01 7.55301490e-01]",0
164,"[1.96830212e-07 1.43753726e-05 3.72165618e-04 4.46710238e-03
 4.17746857e-02 2.37916672e-01 5.41994316e-01 7.07900527e-01]",0
165,"[6.21038655e-07 4.53404812e-05 1.16707578e-03 1.32055298e-02
 8.36206311e-02 1.92193819e-01 2.27323342e-01 2.31840546e-01]",0
166,"[6.21050768e-07 4.53535389e-05 1.17238120e-03 1.38539901e-02
 1.14475706e-01 4.37622403e-01 6.97884623e-01 7.66254745e-01]",0
167,"[6.21491129e-07 4.68853085e-05 1.41767588e-03 1.80526843e-02
 1.36405649e-01 4.33249897e-01 6.59261011e-01 7.48136650e-01]",0
168,"[7.96475192e-08 5.81687348e-06 1.50638236e-04 1.81534656e-03
 1.76058864e-02 1.20680858e-01 3.62871591e-01 5.54170884e-01]",0
169,"[6.46779383e-07 5.85935508e-05 2.06557735e-03 2.60193783e-02
 1.70220431e-01 4.42127978e-01 6.15969493e-01 6.81155480e-01]",0
170,"[2.85437499e-08 2.79520487e-06 1.55232848e-04 2.75291316e-03
 2.67545715e-02 1.33686329e-01 2.53809958e-01 2.89001885e-01]",0
171,"[2.41831162e-07 1.44162360e-05 2.74473023e-04 3.02202420e-03
 2.70125567e-02 1.33784425e-01 2.53824091e-01 2.89003143e-01]",0
172,"[8.26955118e-08 6.02088792e-06 1.42988175e-04 1.68200848e-03
 1.59579772e-02 9.78921450e-02 2.31864590e-01 2.85199939e-01]",0
173,"[4.67850230e-07 3.40546953e-05 8.06073452e-04 9.16085672e-03
 6.74488632e-02 2.03836133e-01 2.79020631e-01 2.92434876e-01]",0
